id,chat,label,cleaned_message
243,elu mainnya gimana dah bego,violence,elu mainya gimana dah bego
244,user user wkwkwkwk bodo bang,violence,bodo bang
245,user user bikan kaya orang begobro tapimemangbego,violence,bikan kaya orang begobro tapimemangbego
246,klhk upayakan pemerataan ekonomi tora kawasan hutan perhutanan sosial tribun medan,neutral,klhk upayakan pemeratan ekonomi tora kawasan hutan perhutanan sosial tribun medan
247,ga anjing,violence,tidak anjing
248,user user orang2 bego kebanyakan minum amp makan kotoran onta otak nya somplak,violence,orang bego kebanyakan minum amp makan kotoran onta otak nya somplak
249,strategi kemenangan,neutral,strategi kemenangan
250,orang teman menyebalkan kalo lo ga janganjangan elo,neutral,orang teman menyebalkan kalau lo tidak janganjangan elo
251,kalah emang seidiot ya maennya,violence,kalah memang seidiot ya maenya
252,gila cerdik bener dah taktiknya ga salah emang dijuluki pro imba,neutral,gila cerdik benar dah taktiknya tidak salah memang dijuluki pro imba
253,gitu mainnya bener gitu khan jg seneng klo gg gini,neutral,gitu mainya benar gitu khan juga seneng klo g gini
254,user user lo rabun budek\ngue nulis gak ngomong\n\xf0\x9f\x98\x81\xf0\x9f\x98\x80,violence,lo rabun budekngue nulis tidak ngomongn
255,bismillah nahan sepo terkutuk,neutral,bismilah nahan sepo terkutuk
256,user brahahahaaa cebong nya ngehe \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 user cebong blm cebok \xf0\x9f\x98\x85 user,harassment,brahahaha cebong nya ngehe cebong belum cebok
257,apdet status bikin tugas2 kelar gak ya jancuk mbut,violence,apdet status bikin tugas kelar tidak ya jancuk mbut
258,user user muslim pejabat negara bertindak bangsa negara,neutral,muslim pejabat negara bertindak bangsa negara
259,12 ikan yg sembuh sakitnya yg terselamatan bagus laik jual dipisah diseleksi ikan yg cacat permanen pemeliharaan \n\nkesehatanikan\ncc user user user,neutral,ikan yang sembuh sakitnya yang terselamatan bagus laik jual dipisah diseleksi ikan yang cacat permanen pemeliharan nkesehatanikanc
260,pribumi sadari lihat kecuali samasama cina komunis misionaris abaikan chat usir cina indonesia,racist,pribumi sadari lihat kecuali samasama cina komunis misionaris abaikan chat usir cina indonesia
261,ga nangis latian membalaskan kekalahan barusan,neutral,tidak nangis latian membalaskan kekalahan barusan
262,user user manusia bangsad,violence,manusia bangsad
263,tpi ya sampe cina mengenalkan wisata haram jga indonesia hahaha,racist,tpi ya sampe cina mengenalkan wisata haram jga indonesia hahaha
264,dateng dah kadal bengkaknya,violence,dateng dah kadal bengkaknya
265,persahabatan salahlovren bukti beda suku agama ra halangan dlm membina hubungan dgn umat manusia perbedaan warna tersendiri dlm menjalin pertemanan terima kasih lovrensalah â¥ï¸ favourite bff bro,neutral,persahabatan salahlovren bukti beda suku agama ra halangan dlm membina hubungan dengan umat manusia perbedan warna tersendiri dlm menjalin pertemanan terima kasih lovrensalah favourite bf bro
266,user user user aja lh lae meskipun sdh turun menurun tp ideologi pki sllu melekat jiwa mreka,racist,saja lh lae meskipun sudah turun menurun tp ideologi pki slu melekat jiwa mreka
267,sebel kalo yg ngeroko motor yakan kadang engap kalo ditutup macet\xe2\x80\xa6,neutral,sebel kalau yang ngeroko motor yakan kadang engap kalau ditutup macet
268,user user udah maaf kunyuk user bro\n\nenak bgt rasan merekasebar hoax maafsebar hoax maaf lagi\n\nmesti d sapu user biar jera nih orang url,violence,sudah maf kunyuk bronenak banget rasan merekasebar hoax mafsebar hoax maf laginmesti d sapu biar jera orang url
269,terbaik mengubah pikiran perempuan setuju pendapat kecuali perempuan lonte duit lo mengubah pendapat,harassment,terbaik mengubah pikiran perempuan setuju pendapat kecuali perempuan lonte duit lo mengubah pendapat
270,2 perkuat jaringan gubernur user menekankan menguasai state of the art knowledge bahasa merantau indonesia user,neutral,perkuat jaringan gubernur menekankan menguasai state of the art knowledge bahasa merantau indonesia
271,berhenti lajang menikah,neutral,berhenti lajang menikah
272,provider brengsek,violence,provider brengsek
273,timnya keren nih susah ngalahinnya,neutral,timnya keren susah ngalahinya
274,dungu,violence,dungu
275,ga bego,violence,tidak bego
276,user kampret complain rag ditanggepi fuck,violence,kampret complain rag ditangepi fuck
277,kaya jablay gta maunya dijemput pake mobil,harassment,kaya jablay gta maunya dijemput pake mobil
278,lihat memek tante,harassment,lihat memek tante
279,omongan aja alim melulu kelakuan kayak setan,violence,omongan saja alim melulu kelakuan kayak setan
280,user user user user hah melengkapi orang buktinya goblok gimana si,violence,hah melengkapi orang buktinya goblok gimana si
281,\xe2\x80\x9ctidak\xe2\x80\x9d salah khalifah rasyidin \xe2\x80\x9ckami memerangi orang kafir mereka\xe2\x80\x9d \xe2\x80\x9ckalau orangorang munafik\xe2\x80\x9d \xe2\x80\x9ctidak orang muna,neutral,tidak salah khalifah rasyidin kami memerangi orang kafir mereka kalau orangorang munafik tidak orang muna
282,doyan nete in maklumin aja kalo sangean,harassment,doyan nete in maklumin saja kalau sangean
283,lihat match si kacrut bikin kalah ga tendang,violence,lihat match si kacrut bikin kalah tidak tendang
284,maap kemarin dc mati lampu sampe pagi,neutral,map kemarin dc mati lampu sampe pagi
285,user user yg khawatirkan manuver politik kebijakan yg rezim semoga nkri tercinta aamiin,neutral,yang khawatirkan manuver politik kebijakan yang rezim semoga nkri tercinta amin
286,bajingan emang goblok banget kalo maen,violence,bajingan memang goblok banget kalau maen
287,user bajingan tengik,violence,bajingan tengik
288,dasar kodok bangkong lambat gerakannya,violence,dasar kodok bangkong lambat gerakanya
289,babi nongol tibatiba ilang tibatiba,violence,babi nongol tibatiba ilang tibatiba
290,rp haneul cute rlnya perek ngaku aja,harassment,rp haneul cute rlnya perek ngaku saja
291,bilangnya anti asing asengnda taunya wkwkwkwkwk,racist,bilangnya anti asing asengnda taunya wkwkwkwkwk
292,pulang cuci kaki bobok ga cocok maen malem gini,neutral,pulang cuci kaki bobok tidak cocok maen malem gini
293,kadang hidup emang kayak tai kadang berak orang elo beresin tainya tangan lo y\xe2\x80\xa6,neutral,kadang hidup memang kayak tai kadang berak orang elo beresin tainya tangan lo y
294,user ih banci selotipan \xf0\x9f\x98\x82,harassment,ih banci selotipan
295,haha kalah ni yee org jahat kalah,neutral,haha kalah ni ye org jahat kalah
296,lewatkan promosi besarbesaran dapatkan blender terbaik harga terjangkau url cepat beli kehabisan,neutral,lewatkan promosi besarbesaran dapatkan blender terbaik harga terjangkau url cepat beli kehabisan
297,emang anjing sih kelakuannya ga tau tu anak kayak gitu,violence,memang anjing kelakuanya tidak tau tu anak kayak gitu
298,nantang buka dadalah eh nyebut setanlah emang habis kamus ngelawan,harassment,nantang buka dadalah eh nyebut setanlah memang habis kamus ngelawan
299,belah duren yaaaa\ngak dunguya gak cebong\xf0\x9f\x98\x80\xf0\x9f\x98\x86\nmaaf ya,harassment,belah duren yangak dunguya tidak cebongnmaf ya
300,2orangorang yahudi nasrani al kitab taurat injil mengenal muhammad,neutral,orangorang yahudi nasrani all kitab taurat injil mengenal muhamad
301,bunuh aja sisain inget abisin tim ampun,violence,bunuh saja sisain inget abisin tim ampun
302,dasar bacot lu mulut kayak jamban,violence,dasar bacot kamu mulut kayak jamban
303,user sekedar share temen2 kantor kalo pelanggan yg bercadar langsung bilang awas bom menghela nafas \xf0\x9f\x98\xaf,neutral,sekedar share temen kantor kalau pelangan yang bercadar langsung bilang awas bom menghela nafas
304,gay lu dasar jomok,harassment,gay kamu dasar jomok
305,user yg diancam dibunuh presiden republik indonesia ma trus mesti lapor penegak hukum gak bertindak ancaman pembunuhan kepala negaranya,neutral,yang diancam dibunuh presiden republik indonesia ma terus mesti lapor penegak hukum tidak bertindak ancaman pembunuhan kepala negaranya
306,user kayak orang nyosor nete,harassment,kayak orang nyosor nete
307,user ngewe bae,harassment,ngewe bae
308,user jebur bloon cebur,violence,jebur blon cebur
309,getol dah naikin levelnya ga kerjaan laen,neutral,getol dah naikin levelnya tidak kerjaan laen
310,berani ga lw lawan gw,neutral,berani tidak lw lawan saya
311,user kebijakan pengembalian barang kpd konsumen yg barang rusak cacat produksi konsumen puas dgn produk terhitung 7 tanggal pembelian\nhauzminiquiz hauzid\nyuk ikutan\nuser,neutral,kebijakan pengembalian barang kpd konsumen yang barang rusak cacat produksi konsumen puas dengan produk terhitung tangal pembelianhauzminiquiz hauzidnyuk ikutanuser
312,kisah hidup muhammad lengkap didownload,neutral,kisah hidup muhamad lengkap didownload
313,penjajahan bumi indonesia hapus penjajahan ekonomi budaya hasil bumi cina basmi nkri usir cina,racist,penjajahan bumi indonesia hapus penjajahan ekonomi budaya hasil bumi cina basmi nkri usir cina
314,user user user user user user we pipis onta tercecer mari pantes bau pesing,violence,we pipis onta tercecer mari pantes bau pesing
315,sapi diperah susunya,neutral,sapi diperah susunya
316,sampe kalah bro savage aja maennya gitu,neutral,sampe kalah bro savage saja maenya gitu
317,user user user user user user kaya monyet,violence,kaya monyet
318,gimana menang lawan,neutral,gimana menang lawan
319,mainnya takut takut maju,neutral,mainya takut takut maju
320,cuba la tgk anime ni karakai jozu no takagisan nak feeling feeling cinta monyet zaman sekolahmemang throwback habes910 url,neutral,cuba la tgk anime ni karakai jozu no takagisan nak feling feling cinta monyet zaman sekolahmemang throwback habes url
321,serunya pesta budaya erau kutai kartanegara elu liburan kali,neutral,serunya pesta budaya erau kutai kartanegara elu liburan kali
322,banget kenalan tante jilboob sange\nini namanya tante dea o\xe2\x80\xa6,harassment,banget kenalan tante jilbob sangenini namanya tante dea o
323,debat publik ajang pembuktian pintar ruang akademik pamer ciamik orang kekuatan kelemahan egosentris namanya kekuatan menahan l,neutral,debat publik ajang pembuktian pintar ruang akademik pamer ciamik orang kekuatan kelemahan egosentris namanya kekuatan menahan l
324,kacau lu geblek banget ga becus emang lawan noob aja kalah,violence,kacau kamu geblek banget tidak becus memang lawan nob saja kalah
325,hebat banget maennya bikin gw pengen muntah muka lo,violence,hebat banget maenya bikin saya pengen muntah muka lo
326,user gk apa2 muslim menghinakan iblis betina sdh menista syariat,violence,gk apa muslim menghinakan iblis betina sudah menista syariat
327,user baby kafir budha teroris myanmar,racist,baby kafir budha teroris myanmar
328,indonesia blom merdeka indonesia dijajah orang cina,racist,indonesia blom merdeka indonesia dijajah orang cina
329,edan tenan maen taktiknya bagus pro banget,neutral,edan tenan maen taktiknya bagus pro banget
330,jongos mamarika ayo cepet tobat,racist,jongos mamarika ayo cepet tobat
331,user user user user follow bli katolik akun prof user utk menambah wawasan berbangsaterima kasih,neutral,folow bli katolik akun prof untuk menambah wawasan berbangsaterima kasih
332,user tuh si bejat cabul user pengecut si onta ye,violence,tuh si bejat cabul pengecut si onta ye
333,dasar kebo jam segini bangun,violence,dasar kebo jam segini bangun
334,user gaya lu kaya beruk gini klo supir tembak metromini maen game\nkampungan lu,violence,gaya kamu kaya beruk gini klo supir tembak metromini maen gamenkampungan kamu
335,user user km mainstream mengaartikan pintar pintar relatif tergantung mo dibawa kemana pengertiannya spt pintar mengundeeestimatekan org gw pinter komen ajah rejim now pinter mangkrakin janji2 doang somaking,violence,km mainstream mengartikan pintar pintar relatif tergantung mo dibawa kemana pengertianya spt pintar mengundestimatekan org saya pinter komen ajah rejim now pinter mangkrakin janji doang somaking
336,user emang gw dongo bloon idiot lo,violence,memang saya dongo blon idiot lo
337,user user ih masak samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3,violence,ih masak samain sma sampah
338,konsumsi makanan sehat blender kekinian dapatkan diskon 15 terbatas buruan beli,neutral,konsumsi makanan sehat blender kekinian dapatkan diskon terbatas buruan beli
339,aspirasi lina sumedang calon gubernur jabar berantas pelakor sdh meresahkan kehidupan warga desa,neutral,aspirasi lina sumedang calon gubernur jabar berantas pelakor sudah meresahkan kehidupan warga desa
340,yaaelah chat aja loe urusin noh yg dah keliatan mesum pd mingkem yg nyata selingkuh 7th pura2 budek gk nyampe otaknya,harassment,yaelah chat saja loe urusin noh yang dah keliatan mesum pd mingkem yang nyata selingkuh th pura budek gk nyampe otaknya
341,user tu takut dgn cina parti dap bimbang fahaman dibawa,racist,tu takut dengan cina parti dap bimbang fahaman dibawa
342,cermin pecah berkaca,neutral,cermin pecah berkaca
343,user lansung ngomong orangnya\nga berani ya kau banci,harassment,lansung ngomong orangnyanga berani ya kau banci
344,awwww comelnya budak pengen kujadikan adek,neutral,aw comelnya budak pengen kujadikan adek
345,islam menjadikan manusia idealis realistis kehidupan lupa diajak kera diajak beristirahat,neutral,islam menjadikan manusia idealis realistis kehidupan lupa diajak kera diajak beristirahat
346,user kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,racist,kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k
347,perabotan dapur hidup praktis temukan peralatan dapur inovatif url nikmati penawaran spesial pembelian,neutral,perabotan dapur hidup praktis temukan peralatan dapur inovatif url nikmati penawaran spesial pembelian
348,butuh kemudahan mencuci pakaian cek koleksi mesin cuci terbaik dapatkan penawaran spesial diskon 30 minggu,neutral,butuh kemudahan mencuci pakaian cek koleksi mesin cuci terbaik dapatkan penawaran spesial diskon mingu
349,user user ahhh perasaanmu utk menghibur cebong tdk bahagia presiden cebong tol cebong lha elo germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,harassment,ah perasanmu untuk menghibur cebong tidak bahagia presiden cebong tol cebong lha elo germo
350,resah jd presiden hidup penuh drama pencitraan main ftv aja joko judulnya url,violence,resah jd presiden hidup penuh drama pencitran main ftv saja joko judulnya url
351,agama kristen\ngolongan darah b\nasal san fernando valley,neutral,agama kristengolongan darah bnasal san fernando valey
352,budha bunuh muslim myanmar,racist,budha bunuh muslim myanmar
353,yahudi bangke jerman ibadah,racist,yahudi bangke jerman ibadah
354,bacot aja lu gitu maen ga nyalinya pengecut,violence,bacot saja kamu gitu maen tidak nyalinya pengecut
355,cina ga tau diuntung,racist,cina tidak tau diuntung
356,user hoax kodok biawak meroket sekop bangsat karbitan munafik,violence,hoax kodok biawak meroket sekop bangsat karbitan munafik
357,yg ribut komunis blabla emoh baca yg baca kalo niat agitasi nyerang pemerintah pake cari simpatisan,violence,yang ribut komunis blabla emoh baca yang baca kalau niat agitasi nyerang pemerintah pake cari simpatisan
358,kerepotan menggoreng penggoreng aman anti lengket nikmati diskon 20 pembelian,neutral,kerepotan mengoreng pengoreng aman anti lengket nikmati diskon pembelian
